id,flag,type,size,age,owner,operator
349911,PMD,Container,Post panamax,5-10,Peter Doehle Schiffahrts-KG,Peter Doehle Schiffahrts-KG
349915,DEU,Container,Post panamax,5-10,Conti Holding GmbH & Company KG,Conti Reederei Management GmbH & Company Konzeptions KG
349936,HKG,Bulk,Handy,5-10,Pacific Basin Shipping Limited,Pacific Basin Shipping (HK) Limited
349937,MLT,Container,Panamax,5-10,The Libra Group,Lomar Shipping Limited
349977,DEU,Container,Post panamax,5-10,Norddeutsche Vermogen Holding GmbH & Company,Norddeutsche Reederei H. Schuldt GmbH & Company KG
349978,DEU,Container,Post panamax,5-10,Norddeutsche Vermogen Holding GmbH & Company,Norddeutsche Reederei H. Schuldt GmbH & Company KG
350015,MHL,Bulk,Panamax,5-10,Star Bulk Carriers Corporation,Star Bulk Management Incorporated
350019,MHL,Bulk,Panamax,5-10,Star Bulk Carriers Corporation,Star Bulk Management Incorporated
350020,ITA,Bulk,Panamax,5-10,D'Amico Societa di Navigazione (S.p.A.),D'Amico Shipping Italia S.p.A.
350021,PAN,Bulk,Panamax,5-10,Navios Maritime Holdings Incorporated,Kleimar N.V.
350028,HKG,Bulk,Handy,5-10,Pacific Basin Shipping Limited,Pacific Basin Shipping (HK) Limited
350029,BHS,Bulk,Handy,5-10,Sturdee Finance Limited,Campbell Shipping Company Limited
350031,HKG,Bulk,Handy,5-10,Taylor Maritime HK Limited,Taylor Maritime HK Limited
350036,HKG,Container,Small,5-10,SITC Maritime Group Company Limited,SITC Ships' Management Company Limited
350070,LBR,Container,Feeder,5-10,MS Melleco Schiffahrtsgesellschaft mbH & Company KG,MS Melleco Schiffahrtsgesellschaft mbH & Company KG
350071,ATG,Container,Feeder,5-10,Reederei Alnwick Harmstorf GmbH & Company KG,Reederei Alnwick Harmstorf GmbH & Company KG
350137,KOR,Container,Small,5-10,Pan Continental Shipping Company Limited,Pan Continental Shipping Company Limited
350239,MHL,Bulk,Handy,5-10,Fednav Limited,Fednav Agency Limited
350240,MHL,Bulk,Handy,5-10,Fednav Limited,Fednav Agency Limited
350248,CYP,Bulk,Panamax,5-10,Ilios Shipping Company S.A.,Ilios Shipping Company S.A.
350252,THA,Bulk,Handy,5-10,Precious Shipping Public Company Limited,Precious Shipping Public Company Limited
350253,SGP,Container,Small,5-10,Pacific International Lines (Private) Limited (PIL),Pacific International Lines (Private) Limited (PIL)
350254,SGP,Container,Small,5-10,Pacific International Lines (Private) Limited (PIL),Pacific International Lines (Private) Limited (PIL)
350257,IOM,Bulk,Handy,5-10,Pioneer Marine Incorporated,Pioneer Marine Advisers Private Limited
350258,SGP,Container,Small,5-10,Pacific International Lines (Private) Limited (PIL),Pacific International Lines (Private) Limited (PIL)
350259,SGP,Container,Small,5-10,Pacific International Lines (Private) Limited (PIL),Pacific International Lines (Private) Limited (PIL)
350271,LBR,Bulk,Panamax,5-10,Kalogeratos Group,Primerose Shipping Company Limited
350272,MHL,Bulk,Panamax,5-10,Ya-Sa Holding A.S.,Ya-Sa Gemi Isletmeciligi Ve Ticaret A.S.
350277,BHS,Container,Small,5-10,Kotoku Kaiun K.K.,Kotoku Kaiun K.K.
350278,BHS,Container,Small,5-10,Kotoku Kaiun K.K.,Kotoku Kaiun K.K.
350279,BHS,Container,Small,5-10,Kotoku Kaiun K.K.,Kotoku Kaiun K.K.
350301,MLT,Bulk,Panamax,5-10,Economou Group of Companies,DryShips Incorporated
350330,LBR,Container,Small,5-10,Peter Doehle Schiffahrts-KG,Hammonia Reederei GmbH & Company KG
350331,LBR,Container,Small,5-10,Vega Reederei GmbH & Company KG,Vega Reederei GmbH & Company KG
350425,ATG,Container,Small,5-10,Schiffahrtskontor Tom Worden GmbH & Company KG,Schiffahrtskontor Tom Worden GmbH & Company KG
350427,NLD,Container,Small,5-10,Navigia Shipping Holding B.V.,Navigia Shipmanagement B.V.
350472,ATG,Container,Small,5-10,Lubeca Marine Germany GmbH & Company KG,Lubeca Marine Germany GmbH & Company KG
350494,BHS,Container,Small,5-10,Kotoku Kaiun K.K.,Kotoku Kaiun K.K.
350526,MHL,Container,Feeder,5-10,Ipsa Capital Limited,Ipsa Maritime
350528,MHL,Container,Feeder,5-10,Ipsa Capital Limited,Ipsa Maritime
350566,HKG,Bulk,Handymax,5-10,A.M. Nomikos Transworld Maritime Agencies S.A.,A.M. Nomikos Transworld Maritime Agencies S.A.
350567,HKG,Bulk,Handymax,5-10,Jinhui Shipping & Transportation Limited,Goldbeam International Limited
350574,SGP,Bulk,Capesize,5-10,Cido Shipping (HK) Company Limited,Cido Shipping (HK) Company Limited
350601,TUR,Container,Feeder,5-10,Arkas Holding S.A.,Arkas Denizcilik ve Nakliyat A.S.
350602,PMD,Container,Small,5-10,Peter Doehle Schiffahrts-KG,Peter Doehle Schiffahrts-KG
350604,ATG,Container,Small,5-10,Dr. Peters GmbH & Company KG,Quadrant Bereederungsges. mbH & Company KG
350623,ATG,Bulk,Handy,5-10,Reederei M. Lauterjung KG,MLB Manfred Lauterjung Befrachtung GmbH & Company KG
350702,NLD,Container,Small,5-10,JR Shipping B.V.,JR Ship Management B.V.
350848,SGP,Container,Feeder,5-10,Simatech Shipping & Forwarding L.L.C.,Simatech Shipping & Forwarding L.L.C.
350849,TUR,Container,Feeder,5-10,Arkas Holding S.A.,Arkas Denizcilik ve Nakliyat A.S.
350987,RUS,Container,Small,5-10,Far-Eastern Shipping Company (FESCO),Far-Eastern Shipping Company (FESCO)
351050,BLZ,Bulk,Small,5-10,Yantai Golden Ocean Shipping Company Limited,Yantai Golden Ocean Shipping Company Limited
351231,ATG,Container,Feeder,5-10,Thien & Heyenga Bereederungs- und Befrachtungsgesellschaft mbH,Thien & Heyenga Bereederungs- und Befrachtungsgesellschaft mbH
351310,BLZ,Bulk,Small,5-10,Yantai Golden Ocean Shipping Company Limited,Yantai Golden Ocean Shipping Company Limited
351394,PMD,Container,Feedermax,5-10,E.R. Schiffahrt GmbH & Cie KG,E.R. Schiffahrt GmbH & Cie KG
351468,BLZ,Bulk,Small,5-10,Yantai Golden Ocean Shipping Company Limited,Yantai Golden Ocean Shipping Company Limited
351605,SGP,Container,Feedermax,5-10,Bernhard Schulte Group of Companies,Bernhard Schulte Shipmanagement (Hellas) SPLL C.
351617,MLT,Container,Feedermax,<5,Reederei Horst Zeppenfeld GmbH & Company KG,Reederei Horst Zeppenfeld GmbH & Company KG
351710,SGP,Bulk,Capesize,5-10,Dampskibsselskabet Norden A/S,Norden Shipping (Singapore) Private Limited
351713,PAN,Bulk,Capesize,5-10,Shunzan Kaiun Company Limited,Shunzan Kaiun Company Limited
351714,PAN,Bulk,Capesize,5-10,Miyazaki Sangyo Kaiun Company Limited,Miyazaki Sangyo Kaiun Company Limited
351715,LBR,Bulk,Capesize,5-10,Mitsui O.S.K. Lines Limited (MOL),Seno Kisen K.K.
351716,PAN,Bulk,Capesize,5-10,Fukujin Kisen K.K.,Fukujin Kisen K.K.
351728,IRN,Container,Feedermax,<5,Mosakhar Darya Shipping Company - PJS,Mosakhar Darya Shipping Company - PJS
351835,NLD,Container,Small,5-10,Sven-D II B.V.,Sven-D II B.V.
351856,HRV,Bulk,Handy,5-10,Tankerska Plovidba d.d.,Tankerska Plovidba d.d.
352129,SGP,Container,Feeder,5-10,Regional Container Lines Public Company Limited,Regional Container Lines Public Company Limited
352130,MHL,Container,Feeder,5-10,Rickmers Reederei GmbH & Cie KG,Rickmers Reederei GmbH & Cie KG
352131,PMD,Container,Feeder,5-10,Rickmers Reederei GmbH & Cie KG,Rickmers Reederei GmbH & Cie KG
352153,TUR,Container,Feeder,5-10,Arkas Holding S.A.,Arkas Denizcilik ve Nakliyat A.S.
352408,MHL,Container,Feedermax,5-10,Bernhard Schulte Group of Companies,Uniqa Marine Management Limited
352410,TUR,Container,Feeder,5-10,Arkas Holding S.A.,Arkas Denizcilik ve Nakliyat A.S.
352459,SGP,Container,Feedermax,5-10,Wan Hai Lines Limited,Wan Hai Lines Limited
352575,IOM,Container,Feeder,5-10,Peter Doehle Schiffahrts-KG,Dohle (IOM) Limited
352578,LBR,Container,Feeder,5-10,Peter Doehle Schiffahrts-KG,Peter Doehle Schiffahrts-KG
352710,MLT,Container,Feeder,5-10,Bernhard Schulte Group of Companies,Bernhard Schulte Shipmanagement (Singapore) Private Limited
352715,LBR,Container,Feeder,5-10,Norse Management (UK) Limited,Norse Management (UK) Limited
352717,LBR,Container,Feeder,5-10,Leonhardt & Blumberg Group,Leonhardt & Blumberg Reederei GmbH & Company KG
353270,MHL,Container,Feedermax,5-10,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,Martime-Gesellschaft fur Maritime Dienstleistungen mbH
353271,MHL,Container,Feedermax,5-10,Soundview Holdings LLC,Soundview Holdings LLC
353281,TUR,Container,Feedermax,5-10,Arkas Holding S.A.,Arkas Denizcilik ve Nakliyat A.S.
353370,CYP,Container,Feeder,5-10,Bernhard Schulte Group of Companies,Bernhard Schulte GmbH & Company KG
353372,SGP,Container,Feeder,5-10,A.P. Moller-Maersk Group,A.P. Moller Singapore Private Limited
353429,LBR,Container,Feeder,5-10,RHL Reederei Hamburger Lloyd GmbH & Company KG,RHL Reederei Hamburger Lloyd GmbH & Company KG
353430,MLT,Container,Feeder,5-10,RHL Reederei Hamburger Lloyd GmbH & Company KG,RHL Reederei Hamburger Lloyd GmbH & Company KG
353432,LBR,Container,Feeder,5-10,RHL Reederei Hamburger Lloyd GmbH & Company KG,RHL Reederei Hamburger Lloyd GmbH & Company KG
353522,TWN,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
353523,TWN,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
353524,TWN,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
353525,TWN,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
353589,KOR,Container,Small,5-10,Namsung Shipping Company Limited,Namsung Shipping Company Limited
353590,KOR,Container,Small,5-10,Namsung Shipping Company Limited,Namsung Shipping Company Limited
353622,MLT,Container,Feedermax,5-10,Bernhard Schulte Group of Companies,Bernhard Schulte Shipmanagement (India) Private Limited
353872,LBR,Container,Feeder,5-10,Euroseas Limited,Euromar Limited
353999,ATG,Container,Feeder,5-10,Rambow Bereederungs GmbH & Co. KG,Rambow Bereederungs GmbH & Co. KG
354650,NLD,Container,Small,5-10,JR Shipping B.V.,JR Shipping B.V.
354651,NLD,Container,Small,5-10,JR Shipping B.V.,JR Shipping B.V.
354691,CYP,Container,Feedermax,5-10,Reederei Thomas Schulte GmbH & Company KG,Reederei Thomas Schulte GmbH & Company KG
354693,KOR,Container,Small,5-10,CK Line Company Limited,CK Line Company Limited
354732,IDN,Container,Small,5-10,Pemerintan Daerah Merauke,Pemerintan Daerah Merauke
355014,LBR,Container,Feeder,5-10,E.R. Schiffahrt GmbH & Cie KG,E.R. Schiffahrt GmbH & Cie KG
355529,NLD,Container,Feeder,5-10,JR Shipping B.V.,JR Shipping B.V.
355750,BHS,Bulk,Panamax,<5,Gestion Maritime S.A.M.,Gestion Maritime S.A.M.
355751,BHS,Bulk,Panamax,<5,Gestion Maritime S.A.M.,Gestion Maritime S.A.M.
356054,BLZ,Bulk,Small,5-10,Yantai Golden Ocean Shipping Company Limited,Yantai Golden Ocean Shipping Company Limited
356055,DIS,Container,Ultra Large Container Vessel,5-10,A.P. Moller-Maersk Group,Maersk Line A/S
356056,DIS,Container,New panamax,5-10,A.P. Moller-Maersk Group,Maersk Line A/S
356058,DIS,Container,New panamax,5-10,A.P. Moller-Maersk Group,Maersk Line A/S
356059,DIS,Container,New panamax,5-10,A.P. Moller-Maersk Group,A.P. Moller-Maersk A/S
356060,DIS,Container,New panamax,5-10,A.P. Moller-Maersk Group,Maersk Line A/S
356061,DIS,Container,New panamax,5-10,A.P. Moller-Maersk Group,Maersk Line A/S
356064,DIS,Container,New panamax,<5,A.P. Moller-Maersk Group,Maersk Line A/S
356232,PAN,Bulk,Panamax,<5,Mitsubishi Group of Companies,Mitsubishi Ore Transport Company Limited
356233,PAN,Bulk,Panamax,<5,Mitsubishi Group of Companies,Mitsubishi Ore Transport Company Limited
356311,HKG,Bulk,Panamax,<5,Cido Shipping (HK) Company Limited,Cido Shipping (Korea) Company Limited
356339,HKG,Bulk,Panamax,<5,Cido Shipping (HK) Company Limited,Cido Shipping (Korea) Company Limited
356364,PAN,Bulk,Handymax,<5,Doun Kisen Company Limited,Doun Kisen Company Limited
356367,HKG,Bulk,Panamax,<5,Wah Kwong Shipping Agency Company Limited,Wah Kwong Ship Management (Hong Kong) Limited
356469,CHN,Container,Panamax,5-10,China Shipping (Group) Company,China Shipping Container Lines Company Limited
356614,TWN,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
356615,TWN,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
356617,LBR,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
356620,LBR,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
356622,LBR,Container,Feeder,5-10,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
356655,MHL,Container,Feeder,5-10,Kasif Kalkavan Shipping Group of Companies,Kalkavan Shipmanagement GmbH & Company KG
356656,MHL,Container,Feeder,5-10,Kasif Kalkavan Shipping Group of Companies,Turkon Konteyner Tasimacilik ve Denizcilik A.S.
357340,CHN,Container,Panamax,<5,China Shipping (Group) Company,China Shipping Container Lines Company Limited
357419,BHS,Container,Post panamax,<5,Mitsui O.S.K. Lines Limited (MOL),Mitsui O.S.K. Lines Limited (MOL)
357420,BHS,Container,Post panamax,<5,Mitsui O.S.K. Lines Limited (MOL),Mitsui O.S.K. Lines Limited (MOL)
357620,CYP,Container,Feeder,<5,Far-Eastern Shipping Company (FESCO),Fesco Wallem Shipmanagement Limited
357708,LBR,Bulk,Panamax,<5,Orion Bulkers GmbH & Company KG,Orion Bulkers GmbH & Company KG
357709,LBR,Bulk,Panamax,<5,Orion Bulkers GmbH & Company KG,Orion Bulkers GmbH & Company KG
357744,CHN,Bulk,Small,5-10,Unknown Owners,Unknown Owners
357902,MHL,Container,Feeder,5-10,Kasif Kalkavan Shipping Group of Companies,Turkon Konteyner Tasimacilik ve Denizcilik A.S.
357903,MHL,Container,Feeder,5-10,Bunnemann Group,Asiatic Lloyd Maritime LLP
357934,CHN,Bulk,Handy,<5,Zhejiang Share-Ever Business Company Limited,Zhejiang Share-Ever Business Company Limited
358062,PMD,Container,Feeder,5-10,Peter Doehle Schiffahrts-KG,Peter Doehle Schiffahrts-KG
358068,MHL,Container,Feeder,5-10,Peter Doehle Schiffahrts-KG,Peter Doehle Schiffahrts-KG
358151,PAN,Container,Post panamax,<5,Fukujin Kisen K.K.,Fukujin Kisen K.K.
358315,PAN,Container,Post panamax,<5,Nippon Yusen Kabushiki Kaisha (NYK),Nippon Yusen Kabushiki Kaisha (NYK)
358316,PAN,Container,Post panamax,<5,Nippon Yusen Kabushiki Kaisha (NYK),Nippon Yusen Kabushiki Kaisha (NYK)
358317,JPN,Container,Post panamax,<5,Nippon Yusen Kabushiki Kaisha (NYK),Nippon Yusen Kabushiki Kaisha (NYK)
358566,PAN,Bulk,Handy,<5,Shih Wei Navigation Company Limited,Shih Wei Navigation Company Limited
358584,PAN,Bulk,Small,5-10,Yantai Golden Ocean Shipping Company Limited,Yantai Golden Ocean Shipping Company Limited
358616,MLT,Bulk,Handymax,<5,Thenamaris Ships Management Incorporated,Thenamaris Ships Management Incorporated
358622,THA,Bulk,Handy,<5,Precious Shipping Public Company Limited,Precious Shipping Public Company Limited
358682,LBR,Bulk,Handymax,<5,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Santoku Senpaku K.K. (Santoku Shipping Company Limited)
358991,PAN,Bulk,Capesize,<5,Doun Kisen Company Limited,Doun Kisen Company Limited
358993,PAN,Bulk,Panamax,<5,Kyowa Sansho K.K.,Kyowa Sansho K.K.
358994,HKG,Bulk,Panamax,<5,Taiship Company Limited,Taiship Company Limited
358998,PAN,Bulk,Capesize,<5,Osaka Shipping Company Limited,Osaka Shipping Company Limited
358999,PAN,Bulk,Capesize,<5,Toyo Kaiun Company Limited,Toyo Kaiun Company Limited
359103,SGP,Container,Panamax,<5,Wan Hai Lines Limited,Wan Hai Lines Limited
359580,BLZ,Bulk,Small,5-10,Yantai Golden Ocean Shipping Company Limited,Yantai Golden Ocean Shipping Company Limited
359744,SGP,Container,Feedermax,<5,X-Press Feeders,Sea Consortium Private Limited
360001,CHN,Container,Panamax,<5,China Shipping (Group) Company,China Shipping Container Lines Company Limited
360004,NIS,Bulk,Handymax,5-10,Spar Shipping AS,Spar Shipping AS
360010,CHN,Container,Panamax,<5,China Shipping (Group) Company,China Shipping Container Lines Company Limited
360593,IRN,Container,Panamax,<5,Mosakhar Darya Shipping Company - PJS,Mosakhar Darya Shipping Company - PJS
360686,HKG,Container,Panamax,<5,Orient Overseas (International) Limited,Orient Overseas Container Line Limited (OOCL)
360948,CYP,Container,Feeder,<5,Universal Marine B.V.,Universal Shipping B.V.
361022,LBR,Bulk,Handymax,<5,XT Management Limited,XT Maritime Limited
361023,LBR,Bulk,Handymax,<5,XT Management Limited,XT Maritime Limited
361040,SGP,Bulk,Handymax,<5,Schoeller Holdings Limited,Columbia Shipmanagement (Singapore) Private Limited
361351,HKG,Container,Feeder,<5,Formosa Plastics Marine Corporation,Formosa Plastics Marine Corporation
361457,MHL,Bulk,Handymax,<5,Atlantska Plovidba d.d.,Atlantska Plovidba d.d.
361459,MHL,Bulk,Handymax,<5,Atlantska Plovidba d.d.,Atlantska Plovidba d.d.
361477,SGP,Bulk,Handymax,<5,Schoeller Holdings Limited,Columbia Shipmanagement (Singapore) Private Limited
361643,USA,Container,Post panamax,<5,A.P. Moller-Maersk Group,The Maersk Company Limited
361708,LBR,Container,Post panamax,<5,Quantum Pacific Shipping Group,Eastern Pacific Shipping (UK) Limited
361709,LBR,Container,Post panamax,<5,Quantum Pacific Shipping Group,Eastern Pacific Shipping (UK) Limited
361711,MHL,Container,Post panamax,<5,Diana Shipping Incorporated,Diana Containerships Incorporated
361712,MHL,Container,Post panamax,<5,Unitized Ocean Transport Limited,Unitized Ocean Transport Limited
361713,GBR,Container,Post panamax,<5,Zodiac Group Monaco,Zodiac Maritime Limited
361805,MHL,Container,Feeder,<5,Feeder-Kontor GmbH & Company KG,Feeder-Kontor GmbH & Company KG
361833,CYP,Container,Feedermax,<5,Navios Maritime Holdings Incorporated,Navios Europe Incorporated
362201,HKG,Container,New panamax,<5,China Ocean Shipping (Group) Company (COSCO),Shanghai Ocean Shipping Company Limited (COSCO Shanghai)
362216,SGP,Container,Post panamax,<5,A.P. Moller-Maersk Group,A.P. Moller Singapore Private Limited
362217,SGP,Container,Post panamax,<5,A.P. Moller-Maersk Group,A.P. Moller Singapore Private Limited
362221,LBR,Container,Feedermax,<5,F. Laeisz Schiffahrtsges.mbH & Company,F. Laeisz Schiffahrtsges.mbH & Company
362233,GBR,Container,Panamax,<5,CMA CGM S.A.,CMA CGM S.A.
362234,GBR,Container,Panamax,<5,CMA CGM S.A.,CMA CGM S.A.
362274,LBR,Container,Panamax,<5,Peter Doehle Schiffahrts-KG,Peter Doehle Schiffahrts-KG
362275,MLT,Container,Panamax,<5,Interorient Navigation Company Limited,Interorient Marine Services (Germany) GmbH & Company KG
362294,SGP,Bulk,Capesize,<5,Mitsui O.S.K. Lines Limited (MOL),Mitsui O.S.K. Lines Limited (MOL)
362304,JPN,Bulk,Capesize,<5,NS United Kaiun Kaisha Limited,NS United Kaiun Kaisha Limited
362307,PAN,Bulk,Capesize,<5,Iino Kaiun Kaisha Limited,Iino Kaiun Kaisha Limited
362308,MHL,Bulk,Capesize,<5,Ya-Sa Holding A.S.,Ya-Sa Gemi Isletmeciligi Ve Ticaret A.S.
362376,MHL,Bulk,Handy,<5,Schoeller Holdings Limited,Columbia Shipmanagement Limited
362588,HKG,Bulk,Handy,<5,Pacific Basin Shipping Limited,Pacific Basin Shipping (HK) Limited
362761,HKG,Bulk,Panamax,<5,Sanhe Hopefull Grain & Oil Group Company Limited,Rewood Ocean Shipping Company Limited
362762,BHS,Bulk,Panamax,<5,Gestion Maritime S.A.M.,Gestion Maritime S.A.M.
362764,PAN,Bulk,Panamax,<5,Glory Ships (S) Private Limited,Glory Ships (S) Private Limited
362772,NIS,Bulk,Handymax,<5,Seven Seas Carriers A/S,Seven Seas Carriers A/S
362819,LBR,Container,Post panamax,<5,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
362820,LBR,Container,Post panamax,<5,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
362822,LBR,Container,Post panamax,<5,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
362823,LBR,Container,Post panamax,<5,Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation
362847,PAN,Container,Panamax,<5,Nippon Yusen Kabushiki Kaisha (NYK),Nippon Yusen Kabushiki Kaisha (NYK)
362863,CHN,Container,Post panamax,<5,China Shipping (Group) Company,China Shipping Container Lines Company Limited
362884,PAN,Bulk,Handy,<5,Wisdom Marine Lines S.A.,Wisdom Marine Lines S.A.
362885,SGP,Bulk,Handy,<5,J. Lauritzen A/S,J. Lauritzen Singapore Private Limited
363210,BHS,Container,Post panamax,<5,Mitsui O.S.K. Lines Limited (MOL),Mitsui O.S.K. Lines Limited (MOL)
363225,PAN,Bulk,Handymax,<5,Toshin Kisen K.K.,Toshin Kisen K.K.
363226,HKG,Bulk,Handymax,<5,Chellaram Shipping (Hong Kong) Limited,Chellaram Shipping (Hong Kong) Limited
363246,PAN,Bulk,Handymax,<5,Eiko Kisen K.K.,Eiko Kisen K.K.
363250,ITA,Bulk,Handymax,<5,D'Amico Societa di Navigazione (S.p.A.),D'Amico Societa di Navigazione (S.p.A.)
363318,PAN,Bulk,Handymax,<5,Keymax Maritime Company Limited,Keymax Maritime Company Limited
363348,PAN,Bulk,Handymax,<5,Marubeni Group of Companies,Koyo Line Limited
363495,HKG,Bulk,Panamax,<5,Cido Shipping (HK) Company Limited,Cido Shipping (Korea) Company Limited
363496,HKG,Bulk,Panamax,<5,Cido Shipping (HK) Company Limited,Cido Shipping (Korea) Company Limited
363670,SGP,Container,Feeder,<5,Regional Container Lines Public Company Limited,Regional Container Lines Public Company Limited
363889,CYP,Container,Feedermax,<5,Teo Shipping Corporation,Teo Shipping Corporation
363957,SGP,Bulk,Panamax,<5,Rio Tinto Plc (Rio Tinto Group),Rio Tinto Shipping Limited
363958,SGP,Bulk,Panamax,<5,Rio Tinto Plc (Rio Tinto Group),Rio Tinto Shipping Limited
364548,LBR,Container,Feedermax,<5,Reederei O. Marten R. GmbH & Company KG,Reederei O. Marten R. GmbH & Company KG
365080,SGP,Container,Feeder,<5,Reederei Gebruder Winter GmbH & Company KG,Reederei Gebruder Winter GmbH & Company KG
365232,LBR,Bulk,Capesize,<5,Mizuho Sangyo Company Limited,Mizuho Sangyo Company Limited
365360,SGP,Container,Post panamax,<5,A.P. Moller-Maersk Group,A.P. Moller Singapore Private Limited
365361,SGP,Container,Post panamax,<5,A.P. Moller-Maersk Group,A.P. Moller Singapore Private Limited
365431,USA,Container,Post panamax,<5,A.P. Moller-Maersk Group,A.P. Moller Singapore Private Limited
365533,THA,Bulk,Handymax,<5,Precious Shipping Public Company Limited,Precious Shipping Public Company Limited
365555,KOR,Bulk,Capesize,<5,Chang Myung Shipping Company Limited,Chang Myung Shipping Company Limited
365613,HKG,Container,Feedermax,<5,Cido Shipping (HK) Company Limited,Cido Shipping (HK) Company Limited
365628,ATG,Bulk,Handy,<5,Bernhard Dopp,BD-Shipsnavo GmbH & Company Reederei KG
365634,DEU,Container,Post panamax,<5,Hapag-Lloyd Aktiengesellschaft,Hapag-Lloyd Aktiengesellschaft
365653,PAN,Bulk,Handymax,<5,Shih Wei Navigation Company Limited,Shih Wei Navigation Company Limited
365658,SGP,Bulk,Capesize,<5,RGL Shipping Private Limited,RGL Shipping Private Limited
365670,SGP,Container,Feedermax,<5,Wan Hai Lines Limited,Wan Hai Lines Limited
365793,MLT,Container,Feedermax,<5,Arkas Holding S.A.,Arkas Denizcilik ve Nakliyat A.S.
365794,HKG,Container,Feedermax,<5,Cido Shipping (HK) Company Limited,Cido Shipping (HK) Company Limited
365994,PAN,Container,New panamax,<5,China Ocean Shipping (Group) Company (COSCO),China Ocean Shipping (Group) Company (COSCO)
365995,PAN,Container,New panamax,<5,China Ocean Shipping (Group) Company (COSCO),COSCO Container Lines Limited (COSCON)
366008,GIB,Container,Panamax,<5,Hanseatic Lloyd Schiffahrt GmbH & Company KG (HLL),Hanseatic Lloyd Schiffahrt GmbH & Company KG (HLL)
366009,GIB,Container,Panamax,<5,Hanseatic Lloyd Schiffahrt GmbH & Company KG (HLL),Hanseatic Lloyd Schiffahrt GmbH & Company KG (HLL)
366047,PAN,Container,Post panamax,<5,Korea Ship Finance Company Limited (KSF),Korea Ship Finance Company Limited (KSF)
366056,LBR,Container,Panamax,<5,Norddeutsche Vermogen Holding GmbH & Company,Norddeutsche Vermogensanlage GmbH & Company KG
366059,LBR,Container,Panamax,<5,Norddeutsche Vermogen Holding GmbH & Company,Norddeutsche Reederei H. Schuldt GmbH & Company KG
366240,PAN,Container,Post panamax,<5,Hanjin Shipping Company Limited,Hanjin Shipping Company Limited
366245,PAN,Container,Post panamax,<5,Korea Ship Finance Company Limited (KSF),Korea Ship Finance Company Limited (KSF)
366246,PAN,Container,Post panamax,<5,Korea Ship Finance Company Limited (KSF),Korea Ship Finance Company Limited (KSF)
366247,PAN,Container,Panamax,<5,Hyundai Merchant Marine Company Limited (HMM),Hyundai Merchant Marine Company Limited (HMM)
366248,PAN,Container,Panamax,<5,Hyundai Merchant Marine Company Limited (HMM),Hyundai Merchant Marine Company Limited (HMM)
366249,PAN,Container,Panamax,<5,Hyundai Merchant Marine Company Limited (HMM),Hyundai Merchant Marine Company Limited (HMM)
366250,PAN,Container,Post panamax,<5,Korea Ship Finance Company Limited (KSF),Korea Ship Finance Company Limited (KSF)
366268,PAN,Container,Panamax,<5,Hyundai Merchant Marine Company Limited (HMM),Hyundai Merchant Marine Company Limited (HMM)
366269,PAN,Container,Panamax,<5,Hyundai Merchant Marine Company Limited (HMM),Hyundai Merchant Marine Company Limited (HMM)
366280,MHL,Bulk,Handymax,<5,Maritime Equity Management LLC,Maritime Equity Management LLC
366281,MHL,Bulk,Handymax,<5,Eagle Bulk Shipping Incorporated,Eagle Shipping International (USA) LLC
366282,MHL,Bulk,Handymax,<5,Eagle Bulk Shipping Incorporated,Eagle Shipping International (USA) LLC
366289,DEU,Container,Post panamax,<5,Dr August Oetker KG,Hamburg Sudamerikanische Dampfschifffahrts-Gesellschaft KG
366290,LBR,Container,Post panamax,<5,Columbus Shipmanagement GmbH,Columbus Shipmanagement GmbH
366291,LBR,Container,Post panamax,<5,Columbus Shipmanagement GmbH,Columbus Shipmanagement GmbH
366292,DEU,Container,Post panamax,<5,Dr August Oetker KG,Hamburg Sudamerikanische Dampfschifffahrts-Gesellschaft KG
366333,NLD,Container,Small,<5,Flinter Shipping B.V.,Flinter Shipping B.V.
366356,IRN,Container,Panamax,<5,Islamic Republic of Iran Shipping Lines (IRISL),Islamic Republic of Iran Shipping Lines (IRISL)
366357,IRN,Container,Panamax,<5,Mosakhar Darya Shipping Company - PJS,Mosakhar Darya Shipping Company - PJS
